iter	Logloss
151	0.4464343922
152	0.4456966297
153	0.445067586
154	0.4442567719
155	0.4438134086
156	0.4430435072
157	0.4426291833
158	0.4418717273
159	0.4414210685
160	0.440761078
161	0.4398836021
162	0.4394781951
163	0.4389010313
164	0.4382752778
165	0.4375820995
166	0.4370027422
167	0.4361371395
168	0.4354588386
169	0.4346158857
170	0.4339509361
171	0.4333191744
172	0.4327512613
173	0.4320649017
174	0.4310782301
175	0.4305420743
176	0.430042778
177	0.429582487
178	0.429112707
179	0.4283342225
180	0.4277221542
181	0.4268210271
182	0.4262028077
183	0.4253841258
184	0.424747262
185	0.4241913651
186	0.4235333297
187	0.4228796812
188	0.4222045273
189	0.421738705
190	0.4214029162
191	0.4208687155
192	0.4204237786
193	0.4196046676
194	0.4190399016
195	0.4181865536
196	0.4177088104
197	0.4171154818
198	0.416477855
199	0.4156509239
200	0.4152055579
201	0.4145675496
202	0.4142057255
203	0.4135167911
204	0.4129700972
205	0.4126285386
206	0.41215523
207	0.4118581604
208	0.4114626716
209	0.4110165426
210	0.4101666279
211	0.4094185656
212	0.4088690107
213	0.408438379
214	0.4080515686
215	0.4074426474
216	0.4070369543
217	0.4066441835
218	0.4059836208
219	0.4054905711
220	0.4047920522
221	0.4044322308
222	0.4038497741
223	0.4031926447
224	0.4026921564
225	0.4022998623
226	0.4016559413
227	0.4012619784
228	0.4007514287
229	0.4003943253
230	0.4001128006
231	0.3996182727
232	0.3992556618
233	0.3988940285
234	0.3985464141
235	0.3982109353
236	0.3979192301
237	0.3974904342
238	0.3971791548
239	0.396839456
240	0.3964303534
241	0.3959275047
242	0.3953226843
243	0.395056037
244	0.3946892299
245	0.3941681183
246	0.3939576424
247	0.393454293
248	0.3931439911
249	0.3926495109
250	0.3923773799
251	0.3920367035
252	0.3916241439
253	0.3908280164
254	0.3905647546
255	0.3900499611
256	0.3896705417
257	0.3893528966
258	0.3886675622
259	0.388351896
260	0.3880288387
261	0.3877264286
262	0.3873338961
263	0.3869158768
264	0.3864951156
265	0.3861054918
266	0.3857861301
267	0.3854054948
268	0.3849884291
269	0.3845779676
270	0.3843775529
271	0.3839564341
272	0.3836928623
273	0.3831105486
274	0.382591702
275	0.3819631828
276	0.3810312998
277	0.3806900512
278	0.3801811467
279	0.3797195682
280	0.3790802248
281	0.3786038167
282	0.3781273848
283	0.3777665382
284	0.3774716144
285	0.3770756487
286	0.3765952829
287	0.3763123515
288	0.375833583
289	0.3756474973
290	0.3752942801
291	0.3750852347
292	0.3745450734
293	0.3740479229
294	0.37367537
295	0.373309159
296	0.3730620142
297	0.3726397748
298	0.3720686907
299	0.3716082805
300	0.3713837378
301	0.3710211269
302	0.3705195657
303	0.3700691929
304	0.3697650423
305	0.3692660559
306	0.3687307823
307	0.3685123908
308	0.3683664071
309	0.3683052765
310	0.3679306017
311	0.3676962123
312	0.3673067317
313	0.3666629775
314	0.3663229926
315	0.365963505
316	0.3657038194
317	0.3651865464
318	0.3648777704
319	0.3645662526
320	0.3642576436
321	0.3639598349
322	0.3637825706
323	0.3633774497
324	0.3631854512
325	0.3627408243
326	0.362465117
327	0.3620471453
328	0.3616616939
329	0.361097214
330	0.3607635709
331	0.3603549214
332	0.36000354
333	0.3597639055
334	0.3594448537
335	0.3590516775
336	0.3588226049
337	0.3584346501
338	0.3581648794
339	0.3578451362
340	0.3576578822
341	0.3573257651
342	0.3569166864
343	0.3567342962
344	0.3565381969
345	0.3560310089
346	0.3558120929
347	0.355506178
348	0.3551364384
349	0.3547706327
350	0.3545755586
351	0.354313012
352	0.3538231094
353	0.3534245688
354	0.3531516987
355	0.3529270845
356	0.3525823312
357	0.3523304181
358	0.3520490841
359	0.3517587379
360	0.3514676764
361	0.3509215786
362	0.3507535411
363	0.3504169894
364	0.3502122832
365	0.349718399
366	0.3494111728
367	0.3492469262
368	0.3489855717
369	0.3487050245
370	0.3485530564
371	0.3482923218
372	0.348013229
373	0.3477911659
374	0.347513885
375	0.3471506066
376	0.3469332403
377	0.3466175979
378	0.3463027899
379	0.3458424274
380	0.3453548136
381	0.3451010885
382	0.344908637
383	0.3446733178
384	0.3444298924
385	0.3441929043
386	0.3436932981
387	0.3434885919
388	0.3431801497
389	0.3429402052
390	0.342567986
391	0.3419372972
392	0.3418399032
393	0.3415535148
394	0.3413350756
395	0.3407124216
396	0.3403661423
397	0.3402063542
398	0.3396946601
399	0.339446371
400	0.3389136007
401	0.3386946609
402	0.3383742501
403	0.3381045986
404	0.3377634931
405	0.3373537945
406	0.3369189905
407	0.3366673873
408	0.3363528416
409	0.3360274956
410	0.3356922313
411	0.335657899
412	0.3355511352
413	0.3353190108
414	0.3350935621
415	0.3348445577
416	0.3346746845
417	0.3345344705
418	0.3343630952
419	0.3341256302
420	0.3337900322
421	0.3334917705
422	0.3330338875
423	0.3326875844
424	0.3324593224
425	0.332237307
426	0.3319163956
427	0.3316850341
428	0.331444875
429	0.3312936223
430	0.330895344
431	0.3306992685
432	0.330302969
433	0.3302390728
434	0.3299448881
435	0.3295950326
436	0.3293174895
437	0.3291280897
438	0.3287719162
439	0.3285336406
440	0.3283337266
441	0.3281508833
442	0.3277390151
443	0.3274814277
444	0.3271372465
445	0.3269029526
446	0.3266695884
447	0.3264403966
448	0.3264319566
449	0.3263017323
450	0.3259471084
451	0.325593772
452	0.3252701664
453	0.3249381447
454	0.324829545
455	0.3247152948
456	0.3245056294
457	0.3242173336
458	0.3240303658
459	0.3239049576
460	0.3236325881
461	0.3234483859
462	0.3229986807
463	0.3226232429
464	0.3224448104
465	0.3220847744
466	0.3219275135
467	0.3216195482
468	0.3213591712
469	0.3208886282
470	0.3206818239
471	0.320455803
472	0.3199612751
473	0.3196625366
474	0.3195303096
475	0.3193580998
476	0.3190531147
477	0.3187789095
478	0.3185593497
479	0.3183140408
480	0.318055452
481	0.3177854906
482	0.3176238666
483	0.3171752819
484	0.3168523201
485	0.3165820726
486	0.3164282687
487	0.316239012
488	0.3159917242
489	0.3157397872
490	0.3155999786
491	0.3153783446
492	0.3152202731
493	0.3150388842
494	0.3146669273
495	0.3142283085
496	0.3139365795
497	0.3136316421
498	0.3134689452
499	0.3133067729
500	0.313113463
501	0.3128919245
502	0.3126762033
503	0.3123416781
504	0.3120338558
505	0.3117433666
506	0.3115923522
507	0.3113507149
508	0.3109944937
509	0.3108220216
510	0.3103970166
511	0.3100847836
512	0.3098369236
513	0.3096044416
514	0.3093028182
515	0.3090876454
516	0.308943712
517	0.3086262338
518	0.3084243647
519	0.3080387703
520	0.3079576603
521	0.3077227226
522	0.3076162448
523	0.3073649277
524	0.3072014679
525	0.3070432772
526	0.3067282546
527	0.3066584218
528	0.3064932931
529	0.3063386071
530	0.3060136902
531	0.3057576286
532	0.3051713572
533	0.3050098524
534	0.3046456918
535	0.3044381722
536	0.3042573317
537	0.3040037258
538	0.3037403924
539	0.3036238773
540	0.3034480197
541	0.3032740695
542	0.3030055624
543	0.3027300935
544	0.302572618
545	0.3022997717
546	0.3022123198
547	0.3020061354
548	0.3016024688
549	0.3013434746
550	0.3007782556
551	0.3006505109
552	0.3004301406
553	0.3001582718
554	0.2996873474
555	0.2995077466
556	0.2992687796
557	0.2989843462
558	0.2987706516
559	0.298339996
560	0.298049769
561	0.2978201719
562	0.2976562114
563	0.2974909873
564	0.297348556
565	0.2971535534
566	0.2966775268
567	0.2964369624
568	0.2962808697
569	0.2960826008
570	0.2958964912
571	0.295670375
572	0.2954818097
573	0.2951367941
574	0.2949181642
575	0.2945764627
576	0.2943819608
577	0.294196638
578	0.2940500343
579	0.2939554775
580	0.2937496269
581	0.2935980642
582	0.2933424079
583	0.2931425892
584	0.2929812036
585	0.2927168451
586	0.2922148308
587	0.2920139631
588	0.2917965969
589	0.2913303454
590	0.2911706288
591	0.2909805853
592	0.2908364374
593	0.2903127747
594	0.2900785999
595	0.2899286585
596	0.2897752838
597	0.2894410209
598	0.2891623333
599	0.2890646055
600	0.2888480737
601	0.2886876657
602	0.288576658
603	0.2883955552
604	0.2882512881
605	0.2880539967
606	0.2877853704
607	0.2874190879
608	0.2872307848
609	0.2870345902
610	0.2869092535
611	0.286764891
612	0.2864673207
613	0.2860644886
614	0.2857731411
615	0.2856106826
616	0.2852869578
617	0.2851350136
618	0.284990222
619	0.2847592659
620	0.2846356935
621	0.2842720574
622	0.2840845173
623	0.2838341301
624	0.2835949008
625	0.2833729331
626	0.2830618683
627	0.2827103677
628	0.2824737134
629	0.2822119297
630	0.2819734158
631	0.2817952694
632	0.2815752566
633	0.2813686431
634	0.2812770188
635	0.2809666216
636	0.2806403457
637	0.2803689061
638	0.2802208481
639	0.2800098
640	0.2797787008
641	0.279551011
642	0.279406124
643	0.2791906412
644	0.2790487345
645	0.2786675508
646	0.2784983212
647	0.278366595
648	0.2780856424
649	0.2778646522
650	0.2776724391
651	0.2776130729
652	0.2773577265
653	0.2769629053
654	0.276696544
655	0.2765246442
656	0.2760505249
657	0.2757653286
658	0.2756452133
659	0.2753878165
660	0.2752852011
661	0.2749737549
662	0.2748219061
663	0.2745495366
664	0.2743030594
665	0.274032502
666	0.2739115522
667	0.2736428067
668	0.2734229609
669	0.2731776997
670	0.272943358
671	0.2726417108
672	0.2723975224
673	0.2721627993
674	0.2717133563
675	0.2715160888
676	0.2713538687
677	0.2712304156
678	0.2708760778
679	0.2704393187
680	0.2702487031
681	0.2701054611
682	0.269896225
683	0.2695616283
684	0.2694193877
685	0.2691724337
686	0.2690199411
687	0.2688922441
688	0.2687731302
689	0.2686195647
690	0.2684457099
691	0.2682058369
692	0.2680771862
693	0.2678254638
694	0.2677329574
695	0.2674687419
696	0.2672456536
697	0.2671203408
698	0.2667865547
699	0.2666167052
700	0.2662696393
701	0.2661737473
702	0.2660154612
703	0.265824464
704	0.2656909257
705	0.2655097753
706	0.2654373198
707	0.2652341156
708	0.2649509935
709	0.2648008852
710	0.2645101336
711	0.2643117455
712	0.2642224816
713	0.2639604118
714	0.2638888862
715	0.263601115
716	0.2635087993
717	0.2632721449
718	0.2629906679
719	0.262886026
720	0.2626869703
721	0.2624110246
722	0.2620244764
723	0.2618422292
724	0.2616002582
725	0.2613791011
726	0.261186125
727	0.2609580061
728	0.2605723401
729	0.2603983184
730	0.2602504035
731	0.2601573487
732	0.2600405235
733	0.2599061746
734	0.2597705383
735	0.2595859546
736	0.2593929786
737	0.2590489882
738	0.2588679807
739	0.2586460607
740	0.2584069745
741	0.2581464783
742	0.2580544964
743	0.257904841
744	0.2577039256
745	0.2574678435
746	0.2573813452
747	0.2572628035
748	0.2570497288
749	0.2568460478
750	0.2566785825
751	0.2565149558
752	0.2563293708
753	0.2560191166
754	0.2557870876
755	0.2555555831
756	0.2552941809
757	0.2552401314
758	0.2550960789
759	0.2550038347
760	0.2548533926
761	0.2548284301
762	0.2546115169
763	0.2543185719
764	0.2541820534
765	0.2536853559
766	0.2534672505
767	0.2533189065
768	0.2531287199
769	0.252942658
770	0.2527927404
771	0.2525860553
772	0.2525019412
773	0.2522622113
774	0.2521113877
775	0.251813126
776	0.2515923026
777	0.2513644936
778	0.2512552741
779	0.2511828425
780	0.2509059669
781	0.2506777526
782	0.2505100251
783	0.2503831387
784	0.2502112151
785	0.2499709129
786	0.2497400522
787	0.2494669436
788	0.249217224
789	0.2490402697
790	0.2489159344
791	0.2488052843
792	0.2486675498
793	0.2485642907
794	0.2483062741
795	0.2480417725
796	0.2478949781
797	0.2476999755
798	0.2475470777
799	0.2472626681
800	0.2470538134
801	0.2468708509
802	0.2467044824
803	0.2465809577
804	0.2462637179
805	0.2459431164
806	0.2456604472
807	0.2455622188
808	0.2453823558
809	0.2452569953
810	0.2450738897
811	0.2449768057
812	0.2447603931
813	0.2443967809
814	0.2442274798
815	0.2440139998
816	0.243876313
817	0.2437526453
818	0.2436231839
819	0.2433889138
820	0.2432497965
821	0.2430550562
822	0.2427532659
823	0.2425740228
824	0.2424528584
825	0.2423544392
826	0.2420856222
827	0.2418881878
828	0.2415883287
829	0.2412943108
830	0.2409257395
831	0.2407975656
832	0.240625475
833	0.2404620391
834	0.2402572375
835	0.2400897246
836	0.2397695045
837	0.2396682243
838	0.2395483474
839	0.2392942408
840	0.2391746024
841	0.2390450457
842	0.2388537624
843	0.238607929
844	0.2384688832
845	0.2379508949
846	0.2377853847
847	0.2376214004
848	0.2373347735
849	0.2371693587
850	0.2369691585
851	0.2368168806
852	0.2366031144
853	0.2364453051
854	0.2362702344
855	0.235953829
856	0.2357280227
857	0.2356255027
858	0.2354315968
859	0.2351692648
860	0.2350465269
861	0.2349362106
862	0.2347002954
863	0.2344880551
864	0.2343378991
865	0.2342906445
866	0.234145686
867	0.233985421
868	0.2338835686
869	0.2337629764
870	0.2336284606
871	0.2332973925
872	0.2331816164
873	0.2330729452
874	0.23284125
875	0.232709333
876	0.2326069083
877	0.232416245
878	0.232090136
879	0.2319657768
880	0.2317010368
881	0.2313107693
882	0.2309534513
883	0.2304562531
884	0.2303188286
885	0.2300506554
886	0.2298231563
887	0.2294978341
888	0.2291570624
889	0.2289799412
890	0.2289379557
891	0.2286784608
892	0.228600641
893	0.2285060842
894	0.2283149201
895	0.2281375843
896	0.2278934437
897	0.2277007537
898	0.2275978522
899	0.2274509625
900	0.2272911505
901	0.2271331028
902	0.2269164995
903	0.2268362955
904	0.2266712144
905	0.2261325314
906	0.2259836628
907	0.2257524444
908	0.2255742742
909	0.2253540707
910	0.2251631689
911	0.2249513578
912	0.2247158479
913	0.2245149325
914	0.2242721032
915	0.2242363642
916	0.2240491341
917	0.2239896486
918	0.2238751362
919	0.2235864112
920	0.2233387181
921	0.2232141682
922	0.2231327482
923	0.222967238
924	0.2228532501
925	0.2226027675
926	0.2223435826
927	0.2222708172
928	0.2221566624
929	0.2218685096
930	0.2217357582
931	0.2214532321
932	0.2213952964
933	0.2211558049
934	0.2210876648
935	0.2210213129
936	0.2206148092
937	0.220594782
938	0.2205381576
939	0.2204380694
940	0.2202572766
941	0.2201290312
942	0.219943613
943	0.2198274316
944	0.2195279779
945	0.2192799986
946	0.2191090525
947	0.2188332021
948	0.2186474502
949	0.2185415685
950	0.2183822095
951	0.2182159363
952	0.2180028854
953	0.2177368579
954	0.2173687873
955	0.2172107634
956	0.217035025
957	0.2169505533
958	0.2167509969
959	0.2166548189
960	0.2163750108
961	0.2161527092
962	0.2160908634
963	0.2159996445
964	0.2158417637
965	0.2156826908
966	0.2154949838
967	0.2152472907
968	0.2150124722
969	0.2148758344
970	0.2146663122
971	0.2144496611
972	0.2142131737
973	0.2141277006
974	0.2138612201
975	0.2136289766
976	0.2134204318
977	0.213337033
978	0.2131874491
979	0.212981813
980	0.2128496099
981	0.2126117873
982	0.212442534
983	0.2121592688
984	0.2120188402
985	0.2118185924
986	0.2116242812
987	0.2114958213
988	0.2113084719
989	0.2110947058
990	0.2108231708
991	0.2107743904
992	0.2106330796
993	0.2104449674
994	0.2102646275
995	0.2101431771
996	0.2100738449
997	0.2099294348
998	0.2097791357
999	0.2096585674
