iter	Passed	Remaining
253	885	2600
254	888	2595
255	891	2589
256	894	2586
257	899	2586
258	902	2582
259	906	2578
260	908	2572
261	911	2566
262	916	2567
263	919	2564
264	922	2558
265	925	2552
266	928	2549
267	933	2550
268	939	2553
269	944	2552
270	949	2553
271	956	2559
272	961	2561
273	967	2563
274	973	2565
275	979	2568
276	982	2565
277	989	2571
278	993	2568
279	997	2565
280	1003	2567
281	1008	2566
282	1010	2561
283	1013	2556
284	1020	2558
285	1022	2553
286	1025	2548
287	1028	2542
288	1031	2537
289	1035	2536
290	1038	2530
291	1041	2524
292	1044	2519
293	1047	2516
294	1052	2514
295	1054	2508
296	1057	2502
297	1060	2498
298	1064	2496
299	1067	2491
300	1070	2484
301	1072	2479
302	1075	2475
303	1080	2472
304	1083	2468
305	1085	2462
306	1088	2456
307	1091	2451
308	1093	2445
309	1097	2441
310	1100	2437
311	1103	2433
312	1106	2428
313	1109	2422
314	1113	2422
315	1116	2416
316	1119	2411
317	1121	2406
318	1124	2401
319	1129	2401
320	1132	2395
321	1135	2390
322	1138	2385
323	1141	2382
324	1146	2380
325	1149	2375
326	1151	2370
327	1154	2365
328	1158	2363
329	1161	2358
330	1164	2353
331	1166	2347
332	1169	2342
333	1172	2337
334	1176	2334
335	1178	2328
336	1180	2323
337	1183	2318
338	1186	2313
339	1190	2310
340	1194	2308
341	1197	2303
342	1200	2298
343	1203	2294
344	1207	2292
345	1210	2288
346	1213	2283
347	1216	2278
348	1218	2273
349	1223	2272
350	1226	2267
351	1229	2262
352	1231	2257
353	1234	2252
354	1238	2249
355	1241	2245
356	1243	2240
357	1246	2236
358	1249	2231
359	1252	2226
360	1256	2223
361	1258	2218
362	1261	2213
363	1263	2208
364	1266	2203
365	1270	2201
366	1273	2196
367	1276	2191
368	1278	2186
369	1281	2181
370	1284	2177
371	1288	2174
372	1291	2170
373	1294	2166
374	1296	2161
375	1301	2160
376	1305	2157
377	1308	2152
378	1310	2147
379	1313	2143
380	1317	2141
381	1320	2136
382	1323	2132
383	1326	2127
384	1328	2122
385	1333	2120
386	1336	2116
387	1338	2111
388	1341	2107
389	1344	2103
390	1348	2100
391	1351	2096
392	1353	2091
393	1356	2086
394	1359	2081
395	1361	2076
396	1365	2074
397	1368	2070
398	1371	2065
399	1373	2060
400	1376	2056
401	1380	2053
402	1383	2050
403	1386	2045
404	1389	2041
405	1391	2036
406	1394	2032
407	1398	2029
408	1401	2025
409	1404	2021
410	1407	2016
411	1408	2010
412	1413	2008
413	1416	2005
414	1419	2001
415	1422	1997
416	1425	1992
417	1430	1991
418	1433	1987
419	1435	1982
420	1438	1978
421	1441	1973
422	1445	1971
423	1448	1967
424	1450	1962
425	1453	1957
426	1455	1953
427	1457	1948
428	1462	1946
429	1464	1941
430	1467	1937
431	1470	1933
432	1472	1928
433	1476	1925
434	1479	1921
435	1481	1917
436	1484	1912
437	1487	1908
438	1489	1903
439	1494	1902
440	1498	1898
441	1500	1894
442	1503	1890
443	1506	1886
444	1510	1884
445	1513	1879
446	1515	1875
447	1518	1870
448	1519	1864
449	1522	1860
450	1526	1857
451	1528	1853
452	1531	1849
453	1534	1844
454	1536	1840
455	1541	1839
456	1544	1835
457	1547	1831
458	1550	1827
459	1553	1823
460	1557	1821
461	1560	1817
462	1563	1813
463	1565	1808
464	1568	1804
465	1572	1801
466	1574	1797
467	1577	1792
468	1579	1788
469	1581	1783
470	1584	1779
471	1588	1777
472	1591	1773
473	1594	1769
474	1596	1764
475	1599	1760
476	1603	1758
477	1606	1754
478	1608	1749
479	1611	1745
480	1614	1741
481	1617	1737
482	1621	1735
483	1624	1731
484	1626	1727
485	1629	1723
486	1632	1719
487	1637	1717
488	1639	1713
489	1642	1709
490	1644	1705
491	1647	1701
492	1651	1698
493	1654	1694
494	1657	1690
495	1659	1686
496	1662	1682
497	1664	1678
498	1668	1675
499	1670	1670
500	1673	1666
501	1675	1662
502	1678	1658
503	1683	1656
504	1685	1652
505	1688	1648
506	1690	1644
507	1693	1640
508	1695	1636
509	1700	1633
510	1703	1630
511	1706	1626
512	1708	1621
513	1710	1617
514	1715	1615
515	1718	1611
516	1720	1607
517	1723	1603
518	1725	1599
519	1729	1596
520	1732	1593
521	1735	1588
522	1737	1584
523	1739	1580
524	1742	1576
525	1746	1574
526	1749	1570
527	1752	1566
528	1755	1562
529	1757	1558
530	1761	1556
531	1764	1552
532	1766	1548
533	1769	1544
534	1772	1540
535	1775	1536
536	1779	1534
537	1782	1530
538	1784	1526
539	1787	1522
540	1790	1519
541	1795	1516
542	1798	1513
543	1801	1509
544	1803	1505
545	1806	1502
546	1811	1499
547	1814	1496
548	1816	1492
549	1819	1488
550	1822	1484
551	1826	1482
552	1829	1478
553	1832	1474
554	1834	1470
555	1837	1467
556	1840	1463
557	1844	1461
558	1847	1457
559	1849	1453
560	1852	1449
561	1855	1445
562	1859	1443
563	1862	1439
564	1864	1435
565	1867	1431
566	1870	1428
567	1874	1425
568	1877	1421
569	1879	1418
570	1882	1414
571	1884	1410
572	1888	1407
573	1891	1403
574	1894	1400
575	1896	1396
576	1899	1392
577	1901	1388
578	1906	1386
579	1910	1383
580	1912	1379
581	1915	1375
582	1918	1371
583	1922	1369
584	1925	1365
585	1927	1361
586	1930	1358
587	1933	1354
588	1937	1351
589	1940	1348
590	1943	1344
591	1945	1340
592	1948	1337
593	1952	1334
594	1955	1330
595	1957	1327
596	1960	1323
597	1963	1319
598	1965	1315
599	1969	1313
600	1972	1309
601	1975	1305
602	1977	1302
603	1980	1298
604	1984	1295
605	1987	1292
606	1990	1288
607	1992	1284
608	1995	1281
609	1998	1277
610	2002	1274
611	2005	1271
612	2007	1267
613	2010	1263
614	2013	1260
615	2017	1257
616	2020	1254
617	2023	1250
618	2025	1247
619	2028	1243
620	2033	1240
621	2036	1237
622	2038	1233
623	2041	1229
624	2043	1226
625	2046	1222
626	2050	1219
627	2053	1216
628	2055	1212
629	2058	1208
630	2060	1205
631	2064	1202
632	2067	1198
633	2069	1194
634	2072	1191
635	2074	1187
636	2077	1183
637	2081	1181
638	2084	1177
639	2086	1173
640	2089	1170
641	2092	1166
642	2095	1163
643	2099	1160
644	2102	1157
645	2105	1153
646	2108	1150
647	2113	1147
648	2115	1144
649	2119	1141
650	2121	1137
651	2124	1134
652	2129	1131
653	2132	1128
654	2134	1124
655	2137	1120
656	2140	1117
657	2144	1114
658	2147	1111
659	2150	1107
660	2152	1104
661	2155	1100
662	2159	1097
663	2162	1094
664	2165	1090
665	2167	1087
666	2170	1083
667	2173	1080
668	2177	1077
669	2179	1073
670	2182	1070
671	2185	1066
672	2187	1062
673	2191	1060
674	2194	1056
675	2197	1053
676	2200	1049
677	2203	1046
678	2207	1043
679	2210	1040
680	2212	1036
681	2215	1032
682	2217	1029
683	2220	1025
684	2224	1022
685	2228	1020
686	2233	1017
687	2237	1014
688	2242	1012
689	2247	1009
690	2252	1007
691	2256	1004
692	2261	1001
693	2266	999
694	2270	996
695	2274	993
696	2280	991
697	2284	988
698	2288	985
699	2293	983
700	2299	980
701	2304	978
702	2309	975
703	2314	973
704	2318	969
705	2321	966
706	2327	964
707	2330	961
708	2334	958
709	2337	954
710	2341	951
711	2344	948
712	2347	944
713	2350	941
714	2353	938
715	2358	935
716	2362	932
717	2365	929
718	2368	925
719	2373	923
720	2378	920
721	2382	917
722	2386	914
723	2391	911
724	2395	908
725	2398	905
726	2402	902
727	2407	899
728	2410	896
729	2414	892
730	2418	889
731	2423	887
732	2427	884
733	2430	880
734	2435	877
735	2440	875
736	2443	872
737	2448	869
738	2452	866
739	2456	863
740	2459	859
741	2462	856
742	2466	853
743	2470	850
744	2476	847
745	2480	844
746	2485	841
747	2488	838
748	2492	835
749	2495	831
750	2500	829
751	2504	825
752	2508	822
753	2511	819
754	2516	816
755	2519	813
756	2522	809
757	2526	806
758	2529	803
759	2534	800
760	2537	796
761	2541	793
762	2544	790
763	2549	787
764	2552	784
765	2555	780
766	2559	777
767	2563	774
768	2567	771
769	2571	768
770	2575	764
771	2581	762
772	2586	759
773	2590	756
774	2596	753
775	2601	750
776	2605	747
777	2610	744
778	2614	741
779	2618	738
780	2622	735
781	2626	732
782	2630	729
783	2634	725
784	2638	722
785	2642	719
786	2645	715
787	2648	712
788	2650	708
789	2653	705
790	2656	701
791	2660	698
792	2663	695
793	2665	691
794	2668	688
795	2671	684
796	2675	681
797	2679	678
798	2682	674
799	2684	671
800	2686	667
801	2690	664
802	2693	660
803	2696	657
804	2699	653
805	2702	650
806	2707	647
807	2709	643
808	2712	640
809	2715	636
810	2718	633
811	2722	630
812	2725	626
813	2727	623
814	2730	619
815	2733	616
816	2736	612
817	2740	609
818	2742	606
819	2745	602
820	2748	599
821	2751	595
822	2755	592
823	2758	589
824	2760	585
825	2763	582
826	2766	578
827	2770	575
828	2773	572
829	2776	568
830	2778	565
831	2781	561
832	2784	558
833	2788	554
834	2791	551
835	2795	548
836	2798	545
837	2803	541
838	2806	538
839	2808	535
840	2811	531
841	2814	528
842	2818	524
843	2821	521
844	2824	518
845	2827	514
846	2829	511
847	2834	508
848	2837	504
849	2840	501
850	2842	497
851	2845	494
852	2850	491
853	2852	487
854	2855	484
855	2857	480
856	2860	477
857	2862	473
858	2867	470
859	2870	467
860	2872	463
861	2875	460
862	2878	456
863	2882	453
864	2885	450
865	2888	446
866	2890	443
867	2893	439
868	2897	436
869	2900	433
870	2903	430
871	2906	426
872	2908	423
873	2912	419
874	2915	416
875	2918	413
876	2920	409
877	2923	406
878	2925	402
879	2930	399
880	2932	396
881	2935	392
882	2937	389
883	2940	385
884	2943	382
885	2946	379
886	2949	375
887	2952	372
888	2955	368
889	2957	365
890	2962	362
891	2965	359
892	2968	355
893	2970	352
894	2974	348
895	2978	345
896	2981	342
897	2984	338
898	2986	335
899	2989	332
900	2994	329
901	2997	325
902	2999	322
903	3002	318
904	3005	315
905	3010	312
906	3013	308
907	3015	305
908	3018	302
909	3021	298
910	3025	295
911	3028	292
912	3030	288
913	3033	285
914	3036	282
915	3040	278
916	3043	275
917	3046	272
918	3048	268
919	3051	265
920	3055	262
921	3058	258
922	3061	255
923	3064	252
924	3066	248
925	3069	245
926	3073	242
927	3076	238
928	3078	235
929	3081	231
930	3084	228
931	3088	225
932	3092	222
933	3095	218
934	3098	215
935	3100	212
936	3105	208
937	3108	205
938	3111	202
939	3113	198
940	3116	195
941	3121	192
942	3123	188
943	3126	185
944	3128	182
945	3131	178
946	3134	175
947	3137	172
948	3140	168
949	3143	165
950	3145	162
951	3148	158
952	3153	155
953	3156	152
954	3158	148
955	3160	145
956	3163	142
957	3167	138
958	3170	135
959	3172	132
960	3175	128
961	3178	125
962	3180	122
963	3184	118
964	3187	115
965	3190	112
966	3192	108
967	3195	105
968	3198	102
969	3202	99
970	3205	95
971	3208	92
972	3210	89
973	3214	85
974	3217	82
975	3220	79
976	3222	75
977	3225	72
978	3227	69
979	3231	65
980	3234	62
981	3236	59
982	3239	56
983	3241	52
984	3244	49
985	3248	46
986	3251	42
987	3253	39
988	3256	36
989	3258	32
990	3263	29
991	3266	26
992	3268	23
993	3271	19
994	3274	16
995	3278	13
996	3282	9
997	3284	6
998	3287	3
999	3289	0
